Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y
1.00,-0.74,-0.90,-0.44,-1.03,-0.59,-3.56,0.88,1
1.00,-0.68,-0.98,-0.79,-0.88,-0.70,-2.52,1.29,1
1.00,-0.51,-1.09,-0.74,-0.91,-0.45,-1.45,0.63,1
1.00,-0.45,-1.01,-0.51,-0.89,-0.45,-2.94,0.78,1
1.00,-0.50,-0.91,-0.50,-1.20,-0.56,-3.86,0.34,1
1.00,-0.53,-1.05,-0.49,-1.03,-0.44,-1.03,0.27,1
1.00,-0.53,-1.16,-0.76,-1.05,-0.41,-3.52,1.25,1
1.00,-0.59,-0.89,-0.74,-0.93,-0.53,-4.44,0.53,1
1.00,-0.77,-1.16,-0.60,-0.89,-0.58,-3.64,0.40,1
1.00,-0.65,-0.89,-0.46,-1.17,-0.65,-3.50,0.69,1
1.00,-0.74,-0.89,-0.56,-1.07,-0.77,-1.21,0.53,1
1.00,-0.51,-1.02,-0.67,-0.91,-0.51,-4.40,1.09,1
1.00,-0.63,-1.15,-0.61,-0.97,-0.53,-4.41,0.82,1
1.00,-0.54,-0.86,-0.71,-0.88,-0.60,-2.14,0.30,1
1.00,-0.52,-1.14,-0.71,-1.15,-0.63,-1.65,0.34,1
1.00,-0.58,-1.19,-0.53,-1.13,-0.80,-3.81,0.77,1
1.00,-0.64,-1.16,-0.63,-1.12,-0.75,-0.82,0.84,1
1.00,-0.62,-0.93,-0.51,-1.05,-0.55,-4.42,0.47,1
1.00,-0.72,-1.03,-0.80,-1.17,-0.67,-1.21,1.23,1
1.00,-0.60,-0.89,-0.44,-0.99,-0.67,-4.01,0.72,1
1.00,-0.43,-0.88,-0.59,-0.86,-0.64,-3.25,0.14,1
1.00,-0.53,-1.00,-0.58,-1.17,-0.69,-1.37,0.86,1
1.00,-0.55,-1.15,-0.61,-0.94,-0.54,-1.20,-0.04,1
1.00,-0.59,-1.17,-0.68,-1.18,-0.63,-1.25,0.49,1
1.00,-0.72,-0.88,-0.71,-0.98,-0.78,-1.79,0.90,1
1.00,-0.79,-0.97,-0.74,-0.95,-0.50,-4.36,0.04,1
1.00,-0.66,-1.01,-0.61,-1.11,-0.58,-3.27,0.02,1
1.00,-0.47,-1.07,-0.57,-0.99,-0.79,-3.32,1.01,1
1.00,-0.53,-0.87,-0.53,-1.16,-0.51,-4.19,-0.10,1
1.00,-0.47,-1.06,-0.75,-1.17,-0.56,-3.12,1.22,1
1.00,-0.46,-0.87,-0.73,-0.89,-0.60,-2.71,0.97,1
1.00,-0.60,-1.14,-0.52,-0.94,-0.74,-4.02,0.60,1
1.00,-0.63,-1.16,-0.47,-1.16,-0.41,-2.83,0.57,1
1.00,-0.42,-1.13,-0.50,-1.10,-0.51,-2.69,1.15,1
1.00,-0.79,-0.93,-0.63,-1.03,-0.80,-0.88,1.11,1
1.00,-0.74,-0.90,-0.55,-1.07,-0.61,-3.41,-0.10,1
1.00,-0.51,-0.90,-0.70,-1.03,-0.61,-4.16,0.86,1
1.00,-0.41,-1.03,-0.77,-1.02,-0.57,-3.80,1.27,1
1.00,-0.52,-0.92,-0.73,-0.89,-0.51,-1.17,1.05,1
1.00,-0.55,-0.86,-0.68,-0.88,-0.58,-2.12,0.76,1
1.00,-0.46,-0.96,-0.78,-1.14,-0.68,-1.61,0.68,1
1.00,-0.47,-1.04,-0.52,-0.96,-0.63,-4.26,0.58,1
1.00,-0.74,-0.87,-0.61,-0.96,-0.55,-2.39,0.01,1
1.00,-0.55,-1.11,-0.54,-1.00,-0.44,-2.85,1.01,1
1.00,-0.77,-1.19,-0.57,-1.13,-0.79,-2.08,0.52,1
1.00,-0.80,-0.97,-0.41,-1.05,-0.71,-2.40,0.34,1
1.00,-0.78,-1.02,-0.70,-0.85,-0.74,-1.14,1.04,1
1.00,-0.58,-0.89,-0.45,-0.99,-0.73,-4.16,0.58,1
1.00,-0.60,-1.17,-0.72,-0.86,-0.62,-2.85,0.40,1
1.00,-0.68,-0.91,-0.66,-1.05,-0.57,-1.36,0.26,1
1.00,-0.53,-1.08,-0.54,-1.05,-0.76,-4.14,0.94,1
1.00,-0.77,-1.00,-0.67,-1.11,-0.74,-3.32,0.72,1
1.00,-0.59,-1.01,-0.47,-1.17,-0.51,-3.42,0.39,1
1.00,-0.45,-1.16,-0.57,-1.08,-0.75,-2.38,1.19,1
1.00,-0.43,-1.16,-0.48,-1.16,-0.45,-3.08,0.60,1
1.00,-0.53,-0.91,-0.43,-1.00,-0.63,-3.29,1.23,1
1.00,-0.62,-0.88,-0.61,-1.18,-0.40,-3.58,-0.03,1
1.00,-0.79,-0.88,-0.54,-1.15,-0.71,-0.93,0.39,1
1.00,-0.42,-0.91,-0.41,-1.06,-0.44,-1.27,1.02,1
1.00,-0.79,-0.92,-0.72,-1.02,-0.67,-3.47,-0.02,1
1.00,-0.55,-0.85,-0.65,-0.88,-0.66,-3.40,0.54,1
1.00,-0.63,-1.16,-0.62,-1.07,-0.63,-4.39,0.35,1
1.00,-0.44,-1.13,-0.78,-1.03,-0.58,-2.10,0.14,1
1.00,-0.71,-0.86,-0.59,-0.95,-0.61,-3.01,0.22,1
1.00,-0.58,-1.06,-0.40,-0.87,-0.71,-1.30,0.14,1
1.00,-0.46,-0.95,-0.72,-1.13,-0.49,-1.85,0.17,1
1.00,-0.51,-1.08,-0.78,-0.98,-0.73,-1.08,-0.05,1
1.00,-0.53,-0.91,-0.79,-0.86,-0.78,-1.00,1.21,1
1.00,-0.49,-0.99,-0.41,-0.98,-0.40,-1.32,0.22,1
1.00,-0.69,-0.91,-0.73,-0.87,-0.70,-3.21,0.21,1
1.00,-0.64,-1.14,-0.53,-0.96,-0.63,-2.23,0.71,1
1.00,-0.60,-1.14,-0.69,-1.06,-0.41,-2.20,1.08,1
1.00,-0.77,-0.87,-0.44,-0.99,-0.74,-1.51,0.60,1
1.00,-0.63,-1.07,-0.42,-1.16,-0.42,-3.62,0.15,1
1.00,-0.73,-1.13,-0.46,-1.11,-0.63,-2.65,0.12,1
1.00,-0.64,-0.98,-0.51,-1.11,-0.61,-3.76,-0.07,1
1.00,-0.69,-1.17,-0.42,-0.87,-0.51,-1.36,0.04,1
1.00,-0.62,-1.17,-0.57,-0.97,-0.46,-1.54,0.23,1
1.00,-0.56,-1.06,-0.65,-1.10,-0.41,-4.01,1.03,1
1.00,-0.60,-1.14,-0.75,-0.88,-0.50,-0.83,1.24,1
1.00,-0.64,-1.04,-0.55,-1.18,-0.68,-3.09,1.12,1
1.00,-0.72,-1.06,-0.55,-0.87,-0.79,-1.30,0.65,1
1.00,-0.56,-0.99,-0.59,-1.16,-0.70,-2.02,-0.12,1
1.00,-0.74,-1.15,-0.65,-1.16,-0.76,-1.60,0.41,1
1.00,-0.41,-1.05,-0.69,-1.17,-0.78,-2.25,0.71,1
1.00,-0.48,-0.85,-0.55,-1.09,-0.59,-4.10,0.37,1
1.00,-0.78,-1.14,-0.43,-0.90,-0.54,-3.81,1.07,1
1.00,-0.47,-1.11,-0.57,-0.89,-0.75,-1.51,0.70,1
1.00,-0.70,-0.92,-0.56,-0.90,-0.61,-2.76,1.24,1
1.00,-0.62,-1.08,-0.64,-1.20,-0.69,-1.82,0.19,1
1.00,-0.71,-1.00,-0.70,-0.90,-0.43,-3.30,1.00,1
1.00,-0.70,-0.94,-0.61,-0.91,-0.58,-1.48,0.59,1
1.00,-0.52,-1.12,-0.73,-0.89,-0.75,-3.19,0.38,1
1.00,-0.43,-1.13,-0.49,-0.86,-0.74,-2.75,1.10,1
1.00,-0.64,-1.01,-0.52,-1.15,-0.65,-1.49,0.65,1
1.00,-0.63,-1.02,-0.65,-1.19,-0.76,-3.57,-0.05,1
1.00,-0.67,-0.89,-0.64,-1.00,-0.63,-2.78,-0.04,1
1.00,-0.71,-0.86,-0.48,-0.87,-0.74,-3.44,0.39,1
1.00,-0.59,-1.09,-0.44,-0.94,-0.42,-4.27,0.25,1
1.00,-0.60,-0.98,-0.46,-1.10,-0.45,-1.60,0.62,1
1.00,-0.50,-1.11,-0.79,-1.02,-0.70,-0.98,0.62,1
1.00,-0.67,-0.98,-0.72,-1.04,-0.73,-3.02,0.30,1
1.00,-0.72,-0.92,-0.42,-0.97,-0.59,-1.09,0.40,1
1.00,-0.44,-0.92,-0.63,-1.04,-0.80,-3.75,-0.01,1
1.00,-0.42,-0.99,-0.73,-0.98,-0.69,-1.90,0.75,1
1.00,-0.50,-0.91,-0.66,-0.91,-0.62,-1.28,0.20,1
1.00,-0.43,-0.93,-0.57,-1.12,-0.56,-1.60,-0.12,1
1.00,-0.50,-0.96,-0.65,-1.10,-0.69,-1.62,0.14,1
1.00,-0.74,-1.01,-0.43,-1.07,-0.80,-3.67,0.77,1
1.00,-0.69,-0.86,-0.64,-1.12,-0.40,-1.07,1.21,1
1.00,-0.43,-1.16,-0.53,-0.91,-0.40,-3.10,-0.11,1
1.00,-0.71,-1.04,-0.72,-0.96,-0.49,-1.97,1.07,1
1.00,-0.66,-0.98,-0.68,-0.97,-0.79,-3.76,0.91,1
1.00,-0.74,-1.11,-0.49,-0.98,-0.72,-3.34,0.09,1
1.00,-0.44,-1.10,-0.71,-1.16,-0.69,-1.04,0.50,1
1.00,-0.55,-1.06,-0.76,-0.92,-0.70,-4.26,0.14,1
1.00,-0.70,-1.08,-0.56,-1.13,-0.45,-4.21,0.15,1
1.00,-0.75,-0.91,-0.65,-1.19,-0.66,-3.99,0.59,1
1.00,-0.64,-1.10,-0.59,-0.90,-0.48,-4.47,1.09,1
1.00,-0.42,-1.14,-0.76,-1.14,-0.45,-2.23,0.99,1
1.00,-0.49,-0.93,-0.69,-0.89,-0.64,-2.37,0.15,1
1.00,-0.68,-0.92,-0.50,-0.92,-0.59,-3.24,0.78,1
1.00,-0.54,-1.03,-0.70,-0.93,-0.63,-1.74,0.24,1
1.00,-0.74,-1.02,-0.59,-0.95,-0.59,-3.53,1.19,1
1.00,-0.76,-1.14,-0.64,-1.18,-0.50,-4.37,0.03,1
1.00,-0.63,-0.95,-0.78,-0.93,-0.77,-4.35,0.93,1
1.00,-0.42,-0.87,-0.78,-1.01,-0.61,-2.88,1.10,1
1.00,-0.49,-1.14,-0.76,-1.03,-0.75,-1.55,0.00,1
1.00,-0.41,-1.12,-0.44,-0.88,-0.45,-2.99,1.10,1
1.00,-0.71,-1.10,-0.72,-1.15,-0.72,-3.29,0.65,1
1.00,-0.80,-1.05,-0.43,-0.99,-0.59,-1.03,0.69,1
1.00,-0.66,-0.96,-0.70,-1.15,-0.78,-2.01,0.35,1
1.00,-0.58,-1.06,-0.56,-0.86,-0.73,-4.40,1.01,1
1.00,-0.78,-1.10,-0.53,-0.95,-0.64,-3.68,0.66,1
1.00,-0.46,-0.89,-0.61,-0.94,-0.49,-1.30,0.43,1
1.00,-0.67,-1.01,-0.62,-0.91,-0.50,-3.31,1.22,1
1.00,-0.51,-1.17,-0.60,-1.07,-0.47,-2.76,0.98,1
1.00,-0.65,-0.96,-0.75,-0.94,-0.73,-2.79,0.50,1
1.00,-0.76,-1.18,-0.75,-0.87,-0.69,-1.98,0.54,1
1.00,-0.74,-0.85,-0.41,-0.93,-0.65,-2.26,0.92,1
1.00,-0.41,-0.96,-0.44,-0.99,-0.70,-2.64,0.12,1
1.00,-0.79,-1.07,-0.58,-1.19,-0.62,-1.38,1.16,1
1.00,-0.69,-0.99,-0.48,-1.00,-0.41,-3.70,1.24,1
1.00,-0.79,-0.96,-0.75,-0.87,-0.61,-1.56,1.07,1
1.00,-0.59,-1.19,-0.67,-1.17,-0.77,-2.45,0.09,1
1.00,-0.59,-1.11,-0.79,-1.11,-0.45,-2.43,-0.06,1
1.00,-0.73,-0.94,-0.53,-1.20,-0.52,-1.38,0.26,1
1.00,-0.41,-1.02,-0.47,-0.95,-0.42,-1.91,0.28,1
1.00,-0.67,-1.08,-0.54,-0.96,-0.41,-3.76,1.25,1
1.00,-0.50,-0.99,-0.71,-0.89,-0.43,-1.26,1.11,1
1.00,-0.69,-0.94,-0.64,-1.17,-0.65,-3.50,1.01,1
1.00,-0.60,-0.97,-0.54,-1.08,-0.74,-4.18,-0.01,1
1.00,-0.80,-0.97,-0.48,-0.91,-0.77,-1.41,0.93,1
1.00,-0.55,-1.19,-0.50,-0.87,-0.78,-0.84,0.70,1
1.00,-0.59,-1.07,-0.64,-0.99,-0.61,-1.75,0.55,1
1.00,-0.75,-1.15,-0.72,-1.01,-0.46,-2.39,1.21,1
1.00,-0.59,-0.93,-0.77,-0.99,-0.40,-3.93,0.52,1
1.00,-0.41,-0.90,-0.48,-1.17,-0.44,-2.07,0.33,1
1.00,-0.77,-1.05,-0.65,-1.11,-0.45,-1.87,0.12,1
1.00,-0.66,-1.03,-0.75,-0.97,-0.75,-2.59,1.29,1
1.00,-0.43,-1.02,-0.69,-0.94,-0.51,-0.87,1.24,1
1.00,-0.72,-0.93,-0.41,-0.99,-0.80,-2.78,0.61,1
1.00,-0.76,-1.02,-0.65,-1.04,-0.72,-4.50,-0.10,1
1.00,-0.55,-1.15,-0.74,-0.94,-0.58,-3.29,1.21,1
1.00,-0.53,-0.91,-0.45,-0.86,-0.74,-1.58,0.16,1
1.00,-0.49,-0.89,-0.60,-0.98,-0.74,-3.85,0.49,1
1.00,-0.67,-1.03,-0.60,-0.95,-0.41,-3.79,0.47,1
1.00,-0.51,-1.01,-0.52,-1.07,-0.78,-2.07,1.19,1
1.00,-0.70,-1.10,-0.79,-0.88,-0.61,-2.69,0.35,1
1.00,-0.66,-1.16,-0.45,-0.99,-0.49,-1.88,1.21,1
1.00,-0.50,-1.18,-0.69,-0.89,-0.80,-3.80,0.99,1
1.00,-0.68,-1.07,-0.64,-0.92,-0.60,-1.69,-0.09,1
1.00,-0.57,-1.05,-0.63,-1.05,-0.59,-3.93,0.05,1
1.00,-0.78,-1.02,-0.79,-0.94,-0.48,-2.09,0.61,1
1.00,-0.73,-1.12,-0.66,-1.19,-0.71,-1.33,0.08,1
1.00,-0.42,-1.05,-0.43,-1.13,-0.72,-3.91,-0.02,1
1.00,-0.71,-0.96,-0.78,-0.87,-0.70,-1.12,1.13,1
1.00,-0.43,-1.09,-0.46,-1.13,-0.40,-3.86,0.62,1
1.00,-0.46,-1.18,-0.51,-0.95,-0.79,-3.17,1.27,1
1.00,-0.80,-1.19,-0.56,-1.07,-0.61,-3.59,0.22,1
1.00,-0.70,-1.05,-0.79,-0.88,-0.57,-2.10,0.93,1
1.00,-0.55,-0.91,-0.48,-1.03,-0.46,-3.39,0.38,1
1.00,-0.65,-0.86,-0.66,-0.95,-0.70,-1.16,0.43,1
1.00,-0.51,-0.94,-0.53,-1.15,-0.72,-3.33,0.09,1
1.00,-0.79,-1.09,-0.49,-1.14,-0.70,-0.85,0.15,1
1.00,-0.51,-0.89,-0.43,-0.92,-0.60,-3.10,1.08,1
1.00,-0.48,-1.10,-0.75,-0.92,-0.63,-2.03,0.08,1
1.00,-0.55,-0.94,-0.45,-0.95,-0.79,-1.98,0.58,1
1.00,-0.75,-0.97,-0.59,-0.91,-0.57,-1.46,1.18,1
1.00,-0.49,-1.00,-0.79,-1.00,-0.44,-3.03,1.11,1
1.00,-0.47,-0.93,-0.71,-0.90,-0.47,-3.88,0.48,1
1.00,-0.64,-1.06,-0.59,-1.03,-0.46,-3.56,0.00,1
1.00,-0.57,-1.03,-0.51,-1.13,-0.44,-1.57,1.17,1
1.00,-0.41,-1.12,-0.56,-1.04,-0.49,-2.52,0.58,1
1.00,-0.46,-0.99,-0.41,-0.95,-0.76,-2.12,1.25,1
1.00,-0.79,-1.01,-0.67,-0.95,-0.51,-0.89,1.00,1
1.00,-0.72,-0.98,-0.64,-1.13,-0.45,-4.23,0.05,1
1.00,-0.44,-1.13,-0.42,-1.04,-0.60,-0.88,0.65,1
1.00,-0.79,-0.88,-0.57,-0.87,-0.72,-1.60,0.54,1
1.00,-0.52,-0.95,-0.51,-0.92,-0.54,-1.02,-0.05,1
1.00,-0.52,-1.03,-0.51,-0.98,-0.72,-2.60,0.48,1
1.00,-0.78,-0.97,-0.43,-1.08,-0.79,-2.66,0.36,1
1.00,-0.43,-1.06,-0.69,-1.13,-0.71,-1.26,0.74,1
1.00,-0.43,-0.91,-0.73,-0.91,-0.50,-1.02,0.68,1
1.00,-0.42,-1.08,-0.68,-0.92,-0.73,-3.32,0.07,1
1.00,-0.58,-1.14,-0.79,-1.06,-0.61,-1.39,0.44,1
1.00,-0.59,-1.17,-0.64,-0.88,-0.63,-3.10,0.88,1
1.00,-0.80,-1.02,-0.66,-1.00,-0.44,-2.89,-0.04,1
1.00,-0.56,-1.15,-0.71,-1.11,-0.66,-3.08,0.09,1
1.00,-0.71,-0.92,-0.61,-1.09,-0.40,-3.60,1.00,1
1.00,-0.56,-0.93,-0.75,-0.96,-0.70,-4.08,-0.02,1
1.00,-0.45,-1.15,-0.53,-1.09,-0.74,-2.37,0.57,1
1.00,-0.49,-1.13,-0.72,-1.07,-0.46,-4.47,0.64,1
1.00,-0.76,-1.20,-0.53,-1.01,-0.68,-2.12,0.00,1
1.00,-0.53,-1.00,-0.54,-0.87,-0.45,-2.99,0.11,1
1.00,-0.58,-1.06,-0.78,-0.98,-0.57,-4.25,1.10,1
1.00,-0.65,-1.09,-0.43,-1.11,-0.57,-1.31,1.00,1
1.00,-0.62,-1.15,-0.79,-0.96,-0.61,-3.03,1.04,1
1.00,-0.61,-0.86,-0.59,-0.93,-0.78,-4.23,0.20,1
1.00,-0.64,-1.19,-0.75,-0.97,-0.48,-4.13,0.92,1
1.00,-0.50,-0.90,-0.76,-1.20,-0.55,-4.49,0.78,1
1.00,-0.48,-1.13,-0.74,-0.96,-0.56,-3.50,0.59,1
1.00,-0.69,-1.08,-0.59,-1.07,-0.74,-2.43,0.61,1
1.00,-0.64,-1.03,-0.58,-1.19,-0.68,-2.82,-0.08,1
1.00,-0.53,-0.89,-0.55,-0.86,-0.69,-3.72,-0.07,1
1.00,-0.49,-0.86,-0.56,-0.90,-0.53,-2.55,0.45,1
1.00,-0.63,-1.13,-0.61,-1.03,-0.69,-2.81,0.49,1
1.00,-0.40,-0.99,-0.64,-1.04,-0.42,-3.55,0.53,1
1.00,-0.52,-0.99,-0.48,-0.86,-0.61,-3.77,0.93,1
1.00,-0.49,-0.94,-0.73,-0.98,-0.75,-1.53,1.30,1
1.00,-0.74,-1.06,-0.58,-0.95,-0.68,-3.27,0.85,1
1.00,-0.55,-1.09,-0.74,-0.89,-0.64,-2.60,0.88,1
1.00,-0.59,-0.97,-0.46,-1.14,-0.71,-1.06,0.41,1
1.00,-0.76,-1.05,-0.46,-0.86,-0.50,-3.82,0.40,1
1.00,-0.66,-1.06,-0.75,-1.16,-0.72,-0.94,0.45,1
1.00,-0.53,-0.90,-0.42,-1.05,-0.56,-2.01,0.39,1
1.00,-0.68,-0.94,-0.43,-1.04,-0.53,-0.91,0.75,1
1.00,-0.54,-0.92,-0.50,-1.06,-0.50,-1.89,-0.02,1
1.00,-0.46,-0.99,-0.78,-1.05,-0.77,-3.65,1.23,1
1.00,-0.44,-1.20,-0.74,-0.86,-0.52,-0.88,0.91,1
1.00,-0.66,-1.07,-0.69,-1.11,-0.41,-1.64,0.09,1
1.00,-0.46,-1.18,-0.47,-1.18,-0.42,-0.97,1.03,1
1.00,-0.44,-0.94,-0.58,-1.09,-0.58,-3.43,0.44,1
1.00,-0.65,-1.12,-0.71,-1.19,-0.58,-3.08,-0.04,1
1.00,-0.41,-0.93,-0.57,-1.08,-0.53,-1.76,0.84,1
1.00,-0.68,-1.03,-0.64,-1.16,-0.60,-4.11,0.36,1
1.00,-0.68,-0.97,-0.59,-1.02,-0.66,-3.94,1.25,1
1.00,-0.67,-0.98,-0.57,-0.95,-0.75,-0.91,0.92,1
1.00,-0.58,-0.96,-0.70,-0.95,-0.74,-3.45,0.48,1
1.00,-0.79,-1.14,-0.69,-1.10,-0.72,-0.82,0.84,1
1.00,-0.43,-1.02,-0.62,-1.18,-0.77,-2.90,1.07,1
1.00,-0.77,-1.11,-0.43,-1.06,-0.52,-1.73,-0.14,1
1.00,-0.55,-1.08,-0.71,-0.92,-0.76,-3.47,0.45,1
1.00,-0.62,-1.00,-0.67,-0.85,-0.61,-3.51,0.79,1
1.00,-0.62,-1.13,-0.44,-0.93,-0.70,-0.96,0.92,1
1.00,-0.70,-1.11,-0.61,-1.07,-0.42,-2.05,0.48,1
1.00,-0.53,-1.08,-0.66,-1.12,-0.74,-4.25,0.56,1
1.00,-0.40,-1.17,-0.78,-1.09,-0.56,-1.60,0.26,1
1.00,-0.64,-0.93,-0.66,-0.92,-0.43,-1.69,-0.02,1
1.00,-0.49,-1.03,-0.65,-0.88,-0.63,-3.13,-0.14,1
1.00,-0.52,-0.92,-0.61,-1.13,-0.49,-2.38,1.12,1
1.00,-0.48,-1.17,-0.55,-1.02,-0.61,-2.18,-0.13,1
1.00,-0.62,-1.19,-0.52,-0.99,-0.60,-3.51,0.68,1
1.00,-0.64,-0.95,-0.55,-1.00,-0.42,-3.94,0.64,1
1.00,-0.46,-0.85,-0.49,-1.11,-0.69,-3.52,0.66,1
1.00,-0.54,-0.96,-0.77,-0.99,-0.69,-4.14,0.61,1
1.00,-0.52,-1.10,-0.70,-0.89,-0.80,-2.05,-0.14,1
1.00,-0.65,-0.94,-0.68,-1.07,-0.77,-1.59,0.92,1
1.00,-0.78,-1.15,-0.78,-0.90,-0.45,-3.31,0.28,1
1.00,-0.46,-1.04,-0.71,-1.00,-0.67,-4.48,1.21,1
1.00,-0.55,-1.18,-0.57,-1.16,-0.49,-0.99,0.57,1
1.00,-0.45,-1.13,-0.67,-1.20,-0.49,-0.91,1.04,1
1.00,-0.46,-1.11,-0.44,-1.17,-0.58,-1.12,0.52,1
1.00,-0.60,-1.11,-0.56,-0.95,-0.70,-2.93,0.39,1
1.00,-0.77,-1.12,-0.76,-1.00,-0.78,-1.62,0.40,1
1.00,-0.63,-1.00,-0.63,-1.09,-0.74,-0.88,0.84,1
1.00,-0.69,-1.18,-0.75,-1.00,-0.58,-3.00,0.27,1
1.00,-0.43,-1.12,-0.55,-1.15,-0.62,-1.35,0.96,1
1.00,-0.78,-1.08,-0.43,-0.85,-0.51,-1.11,0.96,1
1.00,-0.74,-0.88,-0.55,-1.06,-0.72,-1.00,0.91,1
1.00,-0.77,-1.14,-0.63,-0.86,-0.61,-3.89,0.07,1
1.00,-0.52,-1.09,-0.53,-1.07,-0.64,-3.31,0.97,1
1.00,-0.56,-1.03,-0.58,-0.90,-0.47,-4.16,0.49,1
1.00,-0.79,-1.09,-0.46,-0.89,-0.45,-4.36,0.27,1
1.00,-0.78,-1.10,-0.52,-0.94,-0.56,-1.14,1.26,1
1.00,-0.51,-1.07,-0.78,-1.13,-0.78,-2.08,0.48,1
1.00,-0.67,-1.05,-0.66,-0.86,-0.72,-4.04,0.31,1
1.00,-0.50,-1.15,-0.61,-0.86,-0.71,-3.45,1.08,1
1.00,-0.62,-1.16,-0.57,-1.09,-0.44,-2.34,0.23,1
1.00,-0.62,-0.89,-0.69,-1.19,-0.57,-2.81,1.27,1
1.00,-0.69,-1.02,-0.40,-0.91,-0.43,-3.16,-0.03,1
1.00,-0.62,-1.14,-0.73,-1.06,-0.60,-2.67,0.70,1
1.00,-0.66,-1.08,-0.48,-0.90,-0.79,-2.52,0.03,1
1.00,-0.52,-1.03,-0.78,-1.00,-0.77,-1.33,1.02,1
1.00,-0.76,-0.87,-0.71,-1.14,-0.69,-1.07,0.36,1
1.00,-0.73,-1.03,-0.71,-0.95,-0.62,-4.14,1.26,1
1.00,-0.48,-0.99,-0.47,-1.16,-0.75,-1.05,0.26,1
1.00,-0.44,-0.98,-0.77,-0.98,-0.51,-3.36,0.04,1
1.00,-0.49,-0.89,-0.74,-0.92,-0.42,-1.71,0.43,1
1.00,-0.60,-1.04,-0.57,-0.99,-0.69,-4.04,0.17,1
1.00,-0.67,-0.90,-0.54,-1.09,-0.63,-2.69,0.23,1
1.00,-0.51,-1.00,-0.56,-0.97,-0.44,-1.20,0.35,1
1.00,-0.71,-0.94,-0.53,-0.96,-0.76,-3.85,0.49,1
1.00,-0.50,-1.17,-0.48,-0.98,-0.59,-1.63,0.66,1
1.00,-0.64,-1.19,-0.47,-0.91,-0.55,-3.68,1.19,1
1.00,-0.50,-1.03,-0.62,-0.85,-0.67,-1.69,0.45,1
1.00,-0.69,-1.08,-0.44,-0.90,-0.78,-2.38,0.91,1
1.00,-0.43,-1.04,-0.51,-0.92,-0.42,-3.34,1.23,1
1.00,-0.55,-1.11,-0.41,-1.14,-0.46,-3.98,-0.11,1
1.00,-0.72,-1.10,-0.53,-1.15,-0.43,-3.64,1.11,1
1.00,-0.48,-0.99,-0.54,-0.88,-0.59,-1.88,0.93,1
1.00,-0.72,-0.86,-0.76,-1.00,-0.79,-1.19,-0.05,1
1.00,-0.62,-1.01,-0.66,-1.08,-0.57,-1.08,0.83,1
1.00,-0.78,-1.18,-0.51,-0.99,-0.66,-4.08,0.19,1
1.00,-0.76,-0.86,-0.49,-0.96,-0.71,-2.75,0.36,1
1.00,-0.63,-0.88,-0.45,-1.19,-0.71,-3.63,0.96,1
1.00,-0.64,-1.14,-0.72,-1.17,-0.63,-4.16,0.57,1
1.00,-0.59,-0.98,-0.46,-1.17,-0.73,-2.60,0.68,1
1.00,-0.66,-0.90,-0.78,-0.92,-0.78,-4.03,0.35,1
1.00,-0.63,-1.08,-0.44,-1.16,-0.67,-2.43,-0.01,1
