Entrada 0,Entrada 1,Entrada 2,Entrada 3,Entrada 4,Entrada 5,Entrada 6,Entrada 7,y1,y2,y3
1.00,-0.40,-1.03,-0.63,-1.08,-0.61,-2.65,0.33,1,0,0
1.00,-0.68,-0.98,-0.51,-1.01,-0.67,-1.39,0.52,1,0,0
1.00,-0.60,-0.86,-0.61,-1.07,-0.62,-3.19,0.71,1,0,0
1.00,-0.42,-1.06,-0.47,-1.08,-0.80,-4.00,0.20,1,0,0
1.00,-0.60,-1.13,-0.74,-1.15,-0.43,-1.16,0.89,1,0,0
1.00,-0.49,-0.99,-0.54,-0.95,-0.58,-2.65,0.59,1,0,0
1.00,-0.51,-1.11,-0.53,-0.97,-0.76,-1.81,0.43,1,0,0
1.00,-0.71,-0.99,-0.48,-1.07,-0.41,-4.03,-0.01,1,0,0
1.00,-0.56,-1.16,-0.69,-1.10,-0.61,-2.33,0.91,1,0,0
1.00,-0.41,-1.07,-0.58,-0.87,-0.58,-2.17,0.18,1,0,0
1.00,-0.52,-1.17,-0.50,-0.92,-0.77,-4.42,-0.03,1,0,0
1.00,-0.60,-0.89,-0.73,-0.88,-0.62,-3.28,0.26,1,0,0
1.00,-0.80,-1.12,-0.58,-0.88,-0.67,-3.28,-0.13,1,0,0
1.00,-0.65,-1.07,-0.63,-0.87,-0.59,-2.49,0.12,1,0,0
1.00,-0.80,-1.16,-0.67,-1.14,-0.80,-1.21,0.02,1,0,0
1.00,-0.75,-0.87,-0.67,-1.13,-0.46,-3.35,0.24,1,0,0
1.00,-0.78,-1.16,-0.51,-0.96,-0.75,-3.73,0.03,1,0,0
1.00,-0.76,-1.05,-0.46,-0.93,-0.66,-3.50,0.04,1,0,0
1.00,-0.57,-1.13,-0.60,-1.12,-0.67,-2.07,1.14,1,0,0
1.00,-0.44,-0.88,-0.67,-0.88,-0.74,-3.89,0.59,1,0,0
1.00,-0.43,-1.12,-0.69,-0.90,-0.78,-1.18,0.01,1,0,0
1.00,-0.65,-1.03,-0.71,-1.10,-0.42,-1.39,0.45,1,0,0
1.00,-0.58,-1.15,-0.63,-1.17,-0.72,-1.51,1.28,1,0,0
1.00,-0.72,-1.14,-0.70,-1.03,-0.54,-3.07,1.12,1,0,0
1.00,-0.45,-1.13,-0.76,-1.06,-0.72,-2.84,-0.13,1,0,0
1.00,-0.46,-1.06,-0.71,-1.08,-0.64,-1.51,0.31,1,0,0
1.00,-0.48,-1.12,-0.50,-0.92,-0.64,-2.62,0.35,1,0,0
1.00,-0.61,-1.11,-0.51,-1.20,-0.78,-3.76,0.10,1,0,0
1.00,-0.51,-0.92,-0.79,-1.15,-0.79,-1.66,1.08,1,0,0
1.00,-0.67,-1.15,-0.68,-1.15,-0.47,-3.22,1.06,1,0,0
1.00,-0.61,-1.05,-0.65,-0.89,-0.60,-2.30,0.43,1,0,0
1.00,-0.72,-0.89,-0.68,-0.99,-0.73,-3.27,1.04,1,0,0
1.00,-0.66,-1.20,-0.56,-1.13,-0.68,-3.65,1.03,1,0,0
1.00,-0.52,-0.85,-0.47,-1.16,-0.70,-2.64,0.05,1,0,0
1.00,-0.48,-0.89,-0.64,-0.90,-0.60,-1.32,0.86,1,0,0
1.00,-0.54,-0.85,-0.50,-1.19,-0.59,-1.55,0.28,1,0,0
1.00,-0.75,-1.13,-0.61,-1.11,-0.56,-1.88,0.07,1,0,0
1.00,-0.57,-1.17,-0.72,-1.02,-0.74,-3.87,0.65,1,0,0
1.00,-0.52,-0.97,-0.59,-0.96,-0.68,-4.10,0.79,1,0,0
1.00,-0.61,-0.96,-0.60,-1.04,-0.41,-4.29,1.27,1,0,0
1.00,-0.62,-1.08,-0.55,-1.19,-0.73,-1.13,0.53,1,0,0
1.00,-0.57,-1.20,-0.73,-0.86,-0.58,-3.14,0.71,1,0,0
1.00,-0.45,-1.01,-0.80,-1.13,-0.47,-4.21,0.05,1,0,0
1.00,-0.63,-1.07,-0.78,-0.86,-0.60,-3.32,0.52,1,0,0
1.00,-0.66,-1.12,-0.51,-1.15,-0.67,-0.84,0.20,1,0,0
1.00,-0.57,-1.14,-0.41,-1.12,-0.53,-3.31,1.26,1,0,0
1.00,-0.48,-1.17,-0.67,-0.88,-0.64,-3.22,0.89,1,0,0
1.00,-0.71,-1.16,-0.59,-1.11,-0.64,-3.18,-0.09,1,0,0
1.00,-0.65,-0.88,-0.47,-0.94,-0.41,-3.37,0.06,1,0,0
1.00,-0.41,-0.92,-0.59,-1.19,-0.44,-2.59,1.09,1,0,0
1.00,-0.54,-1.15,-0.68,-0.92,-0.53,-3.67,1.06,1,0,0
1.00,-0.44,-1.20,-0.64,-1.19,-0.62,-2.87,0.73,1,0,0
1.00,-0.47,-1.08,-0.50,-0.97,-0.64,-1.90,1.26,1,0,0
1.00,-0.54,-1.06,-0.65,-1.07,-0.63,-1.75,1.29,1,0,0
1.00,-0.43,-0.90,-0.52,-1.09,-0.67,-4.45,1.07,1,0,0
1.00,-0.52,-0.92,-0.59,-1.16,-0.48,-3.14,0.41,1,0,0
1.00,-0.51,-1.07,-0.70,-1.03,-0.72,-1.44,1.23,1,0,0
1.00,-0.62,-1.10,-0.73,-0.92,-0.52,-2.33,0.70,1,0,0
1.00,-0.70,-0.96,-0.74,-0.98,-0.46,-3.73,0.25,1,0,0
1.00,-0.63,-0.98,-0.57,-1.08,-0.61,-2.03,0.33,1,0,0
1.00,-0.74,-1.10,-0.44,-0.93,-0.67,-1.74,-0.03,1,0,0
1.00,-0.76,-0.86,-0.79,-1.17,-0.79,-2.74,0.77,1,0,0
1.00,-0.40,-1.02,-0.43,-1.11,-0.74,-1.35,1.12,1,0,0
1.00,-0.62,-1.20,-0.70,-1.18,-0.71,-3.73,0.15,1,0,0
1.00,-0.74,-1.14,-0.67,-0.85,-0.65,-1.75,0.04,1,0,0
1.00,-0.52,-1.11,-0.43,-0.88,-0.58,-1.94,1.09,1,0,0
1.00,-0.48,-0.95,-0.65,-0.98,-0.47,-1.49,0.81,1,0,0
1.00,-0.56,-1.06,-0.52,-0.94,-0.59,-3.25,0.30,1,0,0
1.00,-0.43,-0.92,-0.40,-1.04,-0.71,-4.09,0.14,1,0,0
1.00,-0.68,-1.12,-0.60,-0.86,-0.74,-4.10,0.96,1,0,0
1.00,-0.51,-0.88,-0.70,-1.06,-0.61,-1.88,0.83,1,0,0
1.00,-0.49,-1.13,-0.42,-1.06,-0.73,-1.80,-0.13,1,0,0
1.00,-0.76,-1.15,-0.76,-1.10,-0.74,-1.89,0.14,1,0,0
1.00,-0.45,-1.07,-0.58,-0.90,-0.47,-1.95,1.00,1,0,0
1.00,-0.61,-1.04,-0.66,-1.08,-0.68,-4.34,0.19,1,0,0
1.00,-0.49,-1.03,-0.64,-1.03,-0.45,-2.02,1.09,1,0,0
1.00,-0.64,-1.18,-0.45,-1.00,-0.73,-3.39,1.12,1,0,0
1.00,-0.66,-1.13,-0.65,-0.90,-0.58,-1.45,0.63,1,0,0
1.00,-0.77,-0.87,-0.50,-1.16,-0.64,-3.06,-0.01,1,0,0
1.00,-0.70,-0.92,-0.69,-0.90,-0.67,-2.44,0.15,1,0,0
1.00,-0.45,-1.03,-0.55,-1.14,-0.49,-4.31,-0.12,1,0,0
1.00,-0.71,-1.10,-0.52,-0.97,-0.75,-1.95,0.33,1,0,0
1.00,-0.62,-1.17,-0.54,-0.86,-0.40,-2.19,0.69,1,0,0
1.00,-0.42,-0.87,-0.66,-0.89,-0.57,-2.15,0.80,1,0,0
1.00,-0.75,-1.06,-0.77,-1.05,-0.68,-1.06,0.01,1,0,0
1.00,-0.66,-1.09,-0.41,-0.95,-0.73,-1.87,0.67,1,0,0
1.00,-0.57,-1.07,-0.71,-1.04,-0.70,-1.58,0.30,1,0,0
1.00,-0.66,-0.96,-0.51,-0.89,-0.76,-1.40,0.47,1,0,0
1.00,-0.66,-0.99,-0.56,-0.86,-0.63,-2.41,0.86,1,0,0
1.00,-0.61,-0.95,-0.47,-1.05,-0.65,-4.13,0.81,1,0,0
1.00,-0.62,-1.07,-0.77,-0.89,-0.48,-2.11,0.57,1,0,0
1.00,-0.59,-1.07,-0.65,-1.13,-0.40,-1.69,0.20,1,0,0
1.00,-0.73,-1.16,-0.45,-1.04,-0.64,-1.26,-0.09,1,0,0
1.00,-0.45,-0.88,-0.61,-0.92,-0.42,-3.94,0.05,1,0,0
1.00,-0.73,-1.04,-0.40,-1.05,-0.52,-1.31,0.57,1,0,0
1.00,-0.49,-1.15,-0.60,-0.91,-0.62,-3.11,0.95,1,0,0
1.00,-0.48,-1.14,-0.65,-1.10,-0.76,-2.13,0.97,1,0,0
1.00,-0.52,-1.16,-0.75,-0.95,-0.62,-2.04,0.19,1,0,0
1.00,-0.49,-0.89,-0.56,-1.13,-0.49,-2.28,1.06,1,0,0
1.00,-0.44,-1.12,-0.40,-1.09,-0.79,-4.21,1.02,1,0,0
1.00,-0.62,-1.08,-0.54,-1.15,-0.45,-2.54,0.98,1,0,0
1.00,-0.73,-0.86,-0.71,-1.02,-0.53,-2.86,1.05,1,0,0
1.00,-0.49,-1.12,-0.74,-1.01,-0.61,-3.09,0.10,1,0,0
1.00,-0.62,-0.90,-0.65,-1.12,-0.61,-4.23,0.05,1,0,0
1.00,-0.54,-0.87,-0.66,-1.06,-0.64,-4.13,0.25,1,0,0
1.00,-0.78,-0.95,-0.62,-0.97,-0.75,-3.61,0.56,1,0,0
1.00,-0.47,-1.04,-0.72,-0.90,-0.52,-3.08,0.44,1,0,0
1.00,-0.42,-1.17,-0.40,-1.14,-0.60,-1.31,0.26,1,0,0
1.00,-0.69,-1.03,-0.65,-1.01,-0.59,-4.43,0.70,1,0,0
1.00,-0.62,-1.19,-0.52,-1.02,-0.72,-0.86,0.37,1,0,0
1.00,-0.55,-0.90,-0.55,-1.00,-0.55,-2.28,0.83,1,0,0
1.00,-0.57,-0.96,-0.78,-1.09,-0.55,-1.24,0.48,1,0,0
1.00,-0.52,-0.98,-0.77,-1.14,-0.44,-4.27,0.40,1,0,0
1.00,-0.67,-1.19,-0.53,-1.10,-0.49,-3.37,0.70,1,0,0
1.00,-0.47,-1.13,-0.42,-1.20,-0.54,-0.87,-0.12,1,0,0
1.00,-0.75,-0.98,-0.48,-0.98,-0.45,-1.26,1.18,1,0,0
1.00,-0.74,-0.93,-0.76,-0.89,-0.48,-2.91,1.07,1,0,0
1.00,-0.41,-1.01,-0.58,-0.93,-0.70,-2.04,0.79,1,0,0
1.00,-0.70,-0.97,-0.56,-0.98,-0.71,-3.66,0.66,1,0,0
1.00,-0.66,-1.20,-0.59,-1.16,-0.64,-2.13,-0.05,1,0,0
1.00,-0.70,-0.92,-0.57,-1.19,-0.76,-2.17,1.12,1,0,0
1.00,-0.56,-0.99,-0.43,-1.17,-0.65,-2.90,1.03,1,0,0
1.00,-0.79,-0.96,-0.71,-0.94,-0.62,-1.20,1.29,1,0,0
1.00,-0.64,-1.10,-0.67,-1.04,-0.71,-3.62,0.82,1,0,0
1.00,-0.55,-1.02,-0.79,-1.01,-0.43,-2.96,0.64,1,0,0
1.00,-0.78,-0.98,-0.71,-1.13,-0.41,-3.44,0.28,1,0,0
1.00,-0.65,-0.95,-0.44,-1.01,-0.46,-3.16,1.23,1,0,0
1.00,-0.77,-1.20,-0.74,-1.18,-0.74,-2.56,0.11,1,0,0
1.00,-0.51,-1.12,-0.43,-0.96,-0.57,-3.38,0.83,1,0,0
1.00,-0.45,-1.12,-0.44,-1.16,-0.58,-3.73,0.61,1,0,0
1.00,-0.60,-1.13,-0.67,-1.15,-0.51,-2.51,1.13,1,0,0
1.00,-0.58,-1.02,-0.53,-0.95,-0.78,-3.82,0.18,1,0,0
1.00,-0.67,-1.01,-0.46,-1.06,-0.70,-1.77,0.20,1,0,0
1.00,-0.79,-1.06,-0.51,-1.03,-0.59,-3.85,1.29,1,0,0
1.00,-0.70,-1.01,-0.41,-1.18,-0.60,-3.51,0.01,1,0,0
1.00,-0.54,-0.85,-0.50,-1.04,-0.70,-4.49,0.82,1,0,0
1.00,-0.50,-1.01,-0.47,-0.94,-0.74,-3.18,1.27,1,0,0
1.00,-0.73,-0.99,-0.41,-1.17,-0.62,-3.14,0.90,1,0,0
1.00,-0.54,-1.01,-0.51,-1.20,-0.56,-3.81,0.26,1,0,0
1.00,-0.69,-1.19,-0.80,-0.96,-0.57,-3.56,0.56,1,0,0
1.00,-0.49,-0.89,-0.72,-1.01,-0.69,-2.30,0.85,1,0,0
1.00,-0.42,-1.13,-0.40,-1.05,-0.78,-3.30,0.68,1,0,0
1.00,-0.68,-1.11,-0.67,-0.90,-0.65,-4.03,0.86,1,0,0
1.00,-0.45,-0.90,-0.61,-1.17,-0.59,-2.74,0.80,1,0,0
1.00,-0.58,-1.15,-0.41,-0.89,-0.71,-2.16,-0.14,1,0,0
1.00,-0.62,-1.20,-0.46,-1.13,-0.64,-4.21,0.70,1,0,0
1.00,-0.48,-0.98,-0.45,-1.02,-0.51,-3.90,0.99,1,0,0
1.00,-0.66,-1.13,-0.64,-0.94,-0.62,-1.68,0.81,1,0,0
1.00,-0.49,-1.06,-0.49,-0.88,-0.71,-1.60,0.68,1,0,0
1.00,-0.61,-1.19,-0.78,-1.12,-0.45,-2.11,0.96,1,0,0
1.00,-0.45,-0.98,-0.68,-1.18,-0.45,-3.69,0.74,1,0,0
1.00,-0.74,-1.13,-0.80,-0.96,-0.73,-4.26,0.06,1,0,0
1.00,-0.71,-1.03,-0.69,-0.88,-0.52,-2.91,0.14,1,0,0
1.00,-0.48,-0.94,-0.42,-0.93,-0.79,-2.00,0.83,1,0,0
1.00,-0.60,-1.20,-0.75,-1.19,-0.78,-3.16,0.73,1,0,0
1.00,-0.54,-1.04,-0.66,-1.08,-0.40,-2.53,0.63,1,0,0
1.00,-0.44,-0.85,-0.44,-1.15,-0.47,-4.17,0.02,1,0,0
1.00,-0.41,-0.87,-0.69,-0.92,-0.40,-3.45,0.96,1,0,0
1.00,-0.49,-1.09,-0.50,-1.07,-0.45,-4.20,0.23,1,0,0
1.00,-0.76,-0.98,-0.66,-1.16,-0.75,-3.96,1.30,1,0,0
1.00,-0.73,-1.19,-0.68,-1.07,-0.49,-2.65,0.45,1,0,0
1.00,-0.68,-1.03,-0.45,-1.04,-0.74,-3.48,0.71,1,0,0
1.00,-0.66,-0.93,-0.79,-1.00,-0.69,-3.30,0.48,1,0,0
1.00,-0.52,-0.91,-0.63,-0.89,-0.65,-3.56,0.49,1,0,0
1.00,-0.44,-0.93,-0.68,-1.03,-0.56,-2.98,0.52,1,0,0
1.00,-0.66,-1.13,-0.41,-1.16,-0.51,-0.81,0.19,1,0,0
1.00,-0.63,-0.93,-0.64,-0.89,-0.43,-2.15,0.88,1,0,0
1.00,-0.61,-1.07,-0.68,-0.98,-0.52,-2.11,0.42,1,0,0
1.00,-0.45,-1.12,-0.66,-0.94,-0.52,-3.39,0.69,1,0,0
1.00,-0.66,-1.04,-0.58,-1.00,-0.58,-4.28,0.16,1,0,0
1.00,-0.45,-1.19,-0.54,-0.99,-0.74,-2.94,0.45,1,0,0
1.00,-0.58,-0.93,-0.71,-0.92,-0.50,-0.85,1.16,1,0,0
1.00,-0.46,-1.10,-0.59,-1.12,-0.63,-2.61,-0.06,1,0,0
1.00,-0.51,-0.88,-0.67,-1.20,-0.54,-4.28,0.42,1,0,0
1.00,-0.70,-1.10,-0.76,-0.96,-0.74,-3.16,-0.08,1,0,0
1.00,-0.61,-1.18,-0.65,-1.06,-0.75,-3.71,0.56,1,0,0
1.00,-0.44,-1.03,-0.61,-1.04,-0.56,-0.84,0.80,1,0,0
1.00,-0.79,-1.17,-0.41,-0.87,-0.64,-3.85,1.13,1,0,0
1.00,-0.73,-1.16,-0.76,-1.07,-0.74,-1.24,0.44,1,0,0
1.00,-0.59,-1.17,-0.60,-0.99,-0.58,-2.25,0.19,1,0,0
1.00,-0.59,-0.97,-0.66,-1.07,-0.56,-2.82,0.59,1,0,0
1.00,-0.41,-1.01,-0.66,-0.96,-0.47,-3.59,0.16,1,0,0
1.00,-0.53,-1.10,-0.49,-1.04,-0.57,-0.99,1.21,1,0,0
1.00,-0.75,-0.98,-0.45,-1.11,-0.66,-1.87,1.27,1,0,0
1.00,-0.62,-1.11,-0.50,-0.88,-0.64,-1.23,-0.07,1,0,0
1.00,-0.69,-1.17,-0.57,-1.09,-0.68,-2.57,0.12,1,0,0
1.00,-0.52,-1.14,-0.57,-0.87,-0.48,-1.87,-0.13,1,0,0
1.00,-0.71,-1.14,-0.71,-1.09,-0.79,-3.49,0.28,1,0,0
1.00,-0.45,-0.88,-0.49,-0.90,-0.56,-4.32,0.66,1,0,0
1.00,-0.42,-1.11,-0.57,-0.88,-0.41,-1.65,1.29,1,0,0
1.00,-0.74,-0.90,-0.69,-1.08,-0.52,-4.33,0.10,1,0,0
1.00,-0.64,-1.10,-0.40,-1.14,-0.46,-1.92,0.71,1,0,0
1.00,-0.80,-1.15,-0.76,-0.94,-0.52,-3.39,0.88,1,0,0
1.00,-0.42,-1.03,-0.57,-1.16,-0.48,-1.25,0.05,1,0,0
1.00,-0.58,-1.01,-0.45,-1.03,-0.76,-1.68,1.02,1,0,0
1.00,-0.63,-0.90,-0.41,-0.92,-0.57,-3.88,0.35,1,0,0
1.00,-0.41,-1.08,-0.41,-1.04,-0.43,-1.17,0.22,1,0,0
1.00,-0.54,-1.12,-0.65,-0.88,-0.69,-3.34,0.81,1,0,0
1.00,-0.41,-0.93,-0.79,-0.98,-0.69,-4.44,0.80,1,0,0
1.00,-0.69,-1.08,-0.54,-1.15,-0.57,-1.32,1.15,1,0,0
1.00,-0.71,-1.18,-0.78,-1.00,-0.55,-4.43,0.70,1,0,0
1.00,-0.66,-1.10,-0.77,-0.86,-0.44,-3.91,1.16,1,0,0
1.00,-0.52,-0.95,-0.54,-1.05,-0.58,-2.78,1.15,1,0,0
1.00,-0.79,-1.16,-0.52,-0.88,-0.68,-4.04,0.81,1,0,0
1.00,-0.75,-1.01,-0.56,-0.88,-0.79,-1.18,0.40,1,0,0
1.00,-0.79,-1.14,-0.77,-1.12,-0.50,-2.76,1.01,1,0,0
1.00,-0.62,-1.14,-0.58,-0.94,-0.61,-1.34,0.20,1,0,0
1.00,-0.45,-1.17,-0.71,-1.01,-0.61,-2.62,1.16,1,0,0
1.00,-0.57,-0.86,-0.52,-1.09,-0.43,-1.50,0.13,1,0,0
1.00,-0.59,-1.18,-0.54,-0.85,-0.75,-1.78,0.52,1,0,0
1.00,-0.65,-1.15,-0.65,-0.90,-0.51,-4.47,0.96,1,0,0
1.00,-0.57,-0.91,-0.78,-1.11,-0.77,-1.23,0.37,1,0,0
1.00,-0.78,-1.11,-0.78,-1.08,-0.61,-3.75,0.88,1,0,0
1.00,-0.51,-0.91,-0.48,-0.92,-0.59,-3.51,-0.06,1,0,0
1.00,-0.67,-1.18,-0.40,-1.00,-0.77,-2.16,0.26,1,0,0
1.00,-0.64,-1.13,-0.73,-0.94,-0.51,-2.21,0.32,1,0,0
1.00,-0.47,-0.86,-0.58,-1.03,-0.46,-1.78,0.53,1,0,0
1.00,-0.61,-1.17,-0.60,-0.94,-0.72,-4.24,0.93,1,0,0
1.00,-0.61,-1.13,-0.51,-0.86,-0.49,-0.89,1.24,1,0,0
1.00,-0.79,-1.03,-0.48,-1.16,-0.45,-4.24,0.67,1,0,0
1.00,-0.75,-1.10,-0.74,-0.89,-0.75,-4.11,0.96,1,0,0
1.00,-0.65,-1.15,-0.73,-0.91,-0.60,-2.38,0.57,1,0,0
1.00,-0.80,-1.04,-0.71,-0.90,-0.59,-4.02,0.98,1,0,0
1.00,-0.62,-1.05,-0.56,-0.87,-0.73,-4.27,0.54,1,0,0
1.00,-0.42,-0.93,-0.57,-1.07,-0.76,-3.86,0.07,1,0,0
1.00,-0.71,-1.10,-0.58,-0.90,-0.79,-3.70,0.11,1,0,0
1.00,-0.59,-0.95,-0.66,-1.01,-0.54,-1.94,-0.01,1,0,0
1.00,-0.60,-0.86,-0.56,-1.18,-0.74,-3.86,1.11,1,0,0
1.00,-0.79,-1.10,-0.65,-0.89,-0.63,-3.43,1.25,1,0,0
1.00,-0.42,-1.03,-0.72,-1.06,-0.41,-2.47,0.04,1,0,0
1.00,-0.80,-1.11,-0.65,-1.18,-0.58,-2.44,0.60,1,0,0
1.00,-0.76,-1.15,-0.42,-1.08,-0.75,-0.93,0.09,1,0,0
1.00,-0.58,-1.06,-0.57,-0.93,-0.44,-1.53,0.32,1,0,0
1.00,-0.72,-0.87,-0.68,-1.13,-0.50,-1.52,0.93,1,0,0
1.00,-0.48,-1.12,-0.49,-0.91,-0.55,-1.31,0.22,1,0,0
1.00,-0.56,-1.11,-0.53,-0.94,-0.48,-4.23,1.05,1,0,0
1.00,-0.47,-0.89,-0.49,-1.12,-0.65,-3.16,0.59,1,0,0
1.00,-0.67,-0.90,-0.54,-0.91,-0.62,-2.70,0.61,1,0,0
1.00,-0.68,-1.15,-0.53,-0.99,-0.78,-2.63,0.86,1,0,0
1.00,-0.52,-1.07,-0.65,-1.15,-0.53,-3.11,-0.02,1,0,0
1.00,-0.59,-1.15,-0.43,-0.96,-0.73,-0.94,1.16,1,0,0
1.00,-0.63,-1.17,-0.79,-1.18,-0.67,-2.21,1.05,1,0,0
1.00,-0.56,-0.88,-0.43,-1.15,-0.47,-3.87,0.93,1,0,0
1.00,-0.74,-0.96,-0.44,-1.05,-0.58,-1.01,0.87,1,0,0
1.00,-0.46,-0.97,-0.80,-0.96,-0.77,-1.75,0.29,1,0,0
1.00,-0.69,-1.13,-0.72,-1.08,-0.52,-2.13,0.44,1,0,0
1.00,-0.57,-1.06,-0.77,-0.89,-0.61,-2.63,0.94,1,0,0
1.00,-0.75,-1.04,-0.78,-0.86,-0.62,-2.12,0.73,1,0,0
1.00,-0.57,-0.94,-0.62,-1.01,-0.74,-4.07,0.22,1,0,0
1.00,-0.59,-1.02,-0.61,-1.04,-0.58,-1.09,0.75,1,0,0
1.00,-0.57,-1.03,-0.79,-1.11,-0.70,-0.92,0.94,1,0,0
1.00,-0.57,-0.91,-0.60,-1.13,-0.78,-2.50,1.25,1,0,0
1.00,-0.58,-0.88,-0.69,-1.12,-0.65,-3.77,0.97,1,0,0
1.00,-0.63,-1.12,-0.72,-1.05,-0.55,-1.00,0.58,1,0,0
1.00,-0.43,-1.03,-0.47,-0.85,-0.65,-1.32,0.49,1,0,0
1.00,-0.72,-1.17,-0.60,-0.96,-0.75,-3.72,1.05,1,0,0
1.00,-0.42,-0.95,-0.72,-1.13,-0.76,-3.08,0.06,1,0,0
1.00,-0.56,-1.03,-0.48,-1.01,-0.64,-4.22,1.03,1,0,0
1.00,-0.48,-0.95,-0.72,-1.11,-0.67,-3.65,0.51,1,0,0
1.00,-0.57,-1.09,-0.79,-1.06,-0.73,-3.66,0.04,1,0,0
1.00,-0.68,-1.17,-0.79,-1.19,-0.74,-2.07,0.42,1,0,0
1.00,-0.51,-1.09,-0.80,-0.93,-0.52,-1.94,0.03,1,0,0
1.00,-0.75,-0.87,-0.74,-1.12,-0.53,-2.12,0.58,1,0,0
1.00,-0.60,-0.97,-0.67,-0.92,-0.76,-1.75,0.47,1,0,0
1.00,-0.59,-0.92,-0.63,-1.10,-0.51,-3.25,0.85,1,0,0
1.00,-0.69,-1.08,-0.56,-1.08,-0.61,-4.02,0.94,1,0,0
1.00,-0.78,-0.97,-0.70,-1.02,-0.49,-3.18,0.63,1,0,0
1.00,-0.69,-1.18,-0.53,-1.10,-0.44,-3.64,1.12,1,0,0
1.00,-0.44,-1.02,-0.48,-1.19,-0.53,-4.10,0.21,1,0,0
1.00,-0.57,-1.09,-0.75,-1.10,-0.46,-2.43,0.18,1,0,0
1.00,-0.55,-1.02,-0.43,-1.18,-0.76,-0.87,0.21,1,0,0
1.00,-0.53,-1.14,-0.75,-0.89,-0.63,-1.79,0.79,1,0,0
